NCT Number,Study Title,Study URL,Brief Summary
NCT06603454,Preoperative Chest CT-imaging in Surgical Aortic Valve Replacement with or Without CABG,https://clinicaltrials.gov/study/NCT06603454,"Rationale When determining the strategy for aortic valve replacement, echocardiography is still considered the golden standard (1). While pre-procedural MSCT is standard of care in TAVR patients, this is not yet part of routine clinical practice in SAVR patients. The researchers hypothesise that when atherosclerosis of the ascending aorta is identified preoperatively on contrast-enhanced multi-slice computed tomography (MSCT), the subclinical perioperative stroke rate (as detected on diffusion-weighted magnetic resonance imaging (DW-MRI)) can be reduced by modification of the operative strategy if necessary."
NCT06603415,Hashimoto's Thyroiditis in Upper Egypt,https://clinicaltrials.gov/study/NCT06603415,"The aim of this study is to evaluate the pathological pattern, characteristic features, treatment, complications and prognosis of Hashimoto's thyroiditis in upper Egypt."
NCT06603402,Low-Dose Involved-Field Radiotherapy Plus Immunochemotherapy for ESCC,https://clinicaltrials.gov/study/NCT06603402,"The aim of this clinical trial is to evaluate whether low-dose involved-field radiotherapy combined with immunochemotherapy can reduce treatment-related adverse effects, enhance progression-free survival (PFS), and improve overall survival (OS) in patients with locally advanced, unresectable esophageal squamous cell carcinoma.

The key questions this study seeks to address are:

* Can low-dose involved-field radiotherapy combined with immunochemotherapy reduce treatment-related adverse effects?
* Does this combined approach improve PFS and OS in these patients?

Participants in the study will:

* Undergo an endoscopy at West China Hospital to confirm their diagnosis.
* Receive a treatment regimen that includes low-dose radiotherapy at 5.0 Gy in 1.8 Gy per fraction over 25 fractions, alongside immunochemotherapy, with three cycles of chemotherapy administered every 3 weeks.
* After completing the full treatment regimen, participants will undergo regular follow-up visits and monitoring by healthcare professionals."
NCT06603376,"Irinotecan Hydrochloride Liposome Injection (Ⅱ) Combined with Fluorouracil, Folinic Acid, Vermofenib and Cetuximab in First-line Treatment of BRAFV600E Mutated Advanced Colorectal Cancer",https://clinicaltrials.gov/study/NCT06603376,"Based on the upstream signaling features of BRAFV600E and the bypass feedback mechanisms, considering the pro-apoptotic effects of chemotherapy and the synergistic effects of targeted therapy, previous IMPROVEMENT trial creatively explored a balanced chemotherapy-targeted combination approach (FOLFIRI + Vemurafenib + Cetuximab) in advanced colorectal cancer patients with BRAF V600E mutaiton using a signle-arm study design, demonstrating significant therapeutic efficacy in these patietns . To further validate the effectiveness and safety of this regimen and to solidify its clinical value, it is crucial to conduct a randomized, controlled trial. Investigators plan to use the current standard regimen as a control to compare this strategy (FOLFIRI + Vemurafenib + Cetuximab) on a large cohort of patients with BRAFV600E-mutant advanced colorectal cancer in the first-line setting, focusing on its efficacy and safety."
NCT06603350,The Effect of Perioperative Factors on Postoperative Outcomes After Lung Transplantation,https://clinicaltrials.gov/study/NCT06603350,"1. Evaluate the influence of perioperative factors on postoperative outcomes in patients undergoing lung transplantation patients.
2. To evaluate the feasibility of using pulmonary ultrasound to identify lung complications such as atelectasis and pulmonary edema after lung transplantation
3. Observe the changes of perioperative inflammation and immune indexes after lung transplantation"
NCT06603337,"Sequencing in Inflammatory Bowel Diseases (IBD) Therapy: ""the Latium Net"".",https://clinicaltrials.gov/study/NCT06603337,"Patients with IBD, both UC and CD, who fulfil the inclusion and exclusion criteria will be included consecutively:

* Retrospective cohort Patients treated with IBD from January 2015 to June 2024 will be included.
* Prospective cohort Consecutive patients with IBD who are starting, from clinical practice, new biological/small molecule therapies, failure (already exposed) to a mechanism of action (for anti TNF-alpha, more than one molecule is allowed), and who belong to the Lazio Regional Health System.

Eligible subjects will be identified among patients belonging to the IBD Unit of the Digestive Diseases Centre (CEMAD) of the Foundation and to all the other IBD Units of all the centres specified in Annex 1. Based on the number of patients referred to the clinics, we estimate 112 patients per month, the time for recruitment is 24 months.

Potential study participants will receive oral and written information about the study. Patients who agree to participate in the study will be asked to sign a written informed consent according to GCP."
NCT06603220,"A Study Evaluating the Safety, Tolerability, and Efficacy of EVO756 in Adults with Chronic Inducible Urticaria",https://clinicaltrials.gov/study/NCT06603220,"This phase 2a trial will evaluate the safety and efficacy of EVO756 in subjects with chronic inducible urticaria, including symptomatic dermographism and cold urticaria."
NCT06603194,"Benefit of Bovine or Marine Collagen Vs. Placebo on Skin, Hair, Nails and Whole Body Health in Healthy Adults",https://clinicaltrials.gov/study/NCT06603194,"The BECOME Study (Bovine and Marine Collagen Efficacy for Skin, Hair, Nails and Whole Body Health Markers Evaluation) is a randomized controlled trial designed to compare the effects of bovine and marine collagen supplements versus a placebo on skin, hair, nails and whole body health markers. The trial aims to determine the most efficacious collagen source for improving health outcomes and to establish if both types of collagen are equally effective. Participants will be assessed on various health parameters, including skin elasticity, joint health, digestive health, and overall well-being, over a specified period."
NCT06603181,Effect of Extracorporeal Shock Wave Therapy (ESWT) and Phonophoresis Treatment in Patients With Lateral Epicondylitis,https://clinicaltrials.gov/study/NCT06603181,"This study aimed to investigate the effects of Extracorporeal Shock Wave Therapy and phonophoresis treatment on pain, function, hand grip strength and tendon thickness in ultrasonography in patients with lateral epicondylitis."
NCT06603077,A Study to Evaluate the Efficacy and Safety of AVTX-009 in Patients with Moderate to Severe Hidradenitis Suppurativa,https://clinicaltrials.gov/study/NCT06603077,The main purpose of this study is to evaluate the efficacy and safety of AVTX-009 compared with placebo in patients with moderate to severe Hidradenitis Suppurativa (HS).
NCT06602973,Relationships Between Exercise and Appetite in Women with Loss of Control Eating,https://clinicaltrials.gov/study/NCT06602973,This pilot study is a first step in looking at the relationship between exercise and appetite in women with loss of control eating.
NCT06602921,"The Effects of Nitrate, Caffeine, and Cold Exposure on Cardiovascular Function.",https://clinicaltrials.gov/study/NCT06602921,Dietary inorganic nitrate supplementation may have positive implications on cardiovascular function. The aim of this project is to determine if nitrate supplementation can attenuate the effects that caffeine and cold exposure have on the cardiovascular system.
NCT06602843,Neoadjuvant Chemoimmunotherapy Followed by Surgery and Postoperative Radioimmunotherapy,https://clinicaltrials.gov/study/NCT06602843,The goal of this study was to explore the efficacy and safety of neoadjuvant chemoimmunotherapy followed by surgery and postoperative radioimmunotherapy in patients with locally advanced esophageal squamous cell carcinoma
NCT06602804,Trima Non-DEHP Leukoreduced Red Blood Cell in Vivo Recovery Study,https://clinicaltrials.gov/study/NCT06602804,This is an in vivo 24-hour in-vivo recovery study of leukoreduced red blood cells (RBCs) collected on the Trima Accel System using Non-DEHP disposable sets and stored for 42 days.
NCT06602791,The Effect of Watching Short Videos on Preoperative Anxiety,https://clinicaltrials.gov/study/NCT06602791,"Preoperative anxiety is a common issue observed in pediatric patients prior to endoscopic procedures, and it can negatively affect the patient's overall experience. The aim of this study is to evaluate whether watching short videos on platforms such as YouTube Shorts, Instagram Reels, or TikTok has an impact on preoperative anxiety levels in pediatric endoscopy patients."
NCT06602687,PICSI Impact on Euploidy in Assisted Reproduction,https://clinicaltrials.gov/study/NCT06602687,"Hyaluronic acid (HA) is a major component of the cumulus complex surrounding oocytes. Intracytoplasmic sperm injection (ICSI) involves injection of a selected sperm into the oocyte. Embryologists select sperm with normal morphology and progressive motility. Physiologic intracytoplasmic sperm injection (PICSI) involves sperm selection for ICSI based on hyaluronan binding. Mature sperm which bind to HA have greater genomic integrity and reduced levels of DNA fragmentation. Earlier observational studies demonstrated improved outcomes in assisted reproductive technologies (ART) including improved clinical pregnancy rates, decreased miscarriage rates and higher live birth rates. A large multicentre randomized trial, the HABSelect trial, which included over 2,500 couples, found that PICSI did not improve term (\>37 weeks gestation) live birth rates compared to standard ICSI. However, mechanistic analysis of the data from the HABSelect trial showed a significant reduction in miscarriage rates, most notable in couples where the woman was aged over 37 years where a significant reduction in miscarriage rate was seen (40% with ICSI vs 15% with PICSI). A 2021 retrospective sibling oocyte study, including 45 cycles, compared fertilisation and embryo development and found higher fertilisation rate in PICSI cycles. No difference was observed in clinical pregnancy rates; miscarriage rates and live birth rates were not reported. We aim to prospectively study PICSI vs standard ICSI in sibling oocytes to investigate if PICSI improves embryological and ART outcomes, particularly fertilisation rate, embryo euploid status and miscarriage rate, where the female patient is aged over 35 years."
NCT06602648,"MELCAYA - Novel Health Care Strategies for Melanoma in Children, Adolescents, and Young Adults - Work Package 3 (WP3)",https://clinicaltrials.gov/study/NCT06602648,"The aim of this study is to investigate a type of skin cancer, also known as melanoma, in children, adolescents, and young adults, who will be referred to as CAYA patients in this project. The need for this study arises because this disease, in CAYA patients, is still poorly understood due to its rarity in individuals under 30 years old. This often leads to difficulties in assessing its severity and, consequently, in deciding on the necessary treatments to ensure the patient\&amp;amp;#39;s recovery. The goal of this study is to examine melanoma in CAYA patients in order to gather the information needed to provide better diagnoses for affected patients and, as a result, select appropriate treatments to fight the disease and promote the patient\&amp;amp;#39;s full recovery. Additionally, the data collected will be used to create a Pan-European online platform that will allow doctors across the European Union to consult the obtained data and collaborate on particularly complex melanoma cases, always with the aim of ensuring the patient\&amp;amp;#39;s full recovery in the shortest possible time."
NCT06602635,Hybrid Score to Predict OTVA-SOO in Patients with Wide Basal QRS,https://clinicaltrials.gov/study/NCT06602635,"Outflow tract ventricular arrhythmia (OTVA) is the most common type of ventricular arrhythmia, and catheter ablation (CA) is the primary treatment option for patients experiencing symptoms. Accurately identifying the origin site of OTVA is essential for effective catheter ablation, minimizing procedural risks, and enhancing treatment success. However, most studies that developed algorithms or scoring systems for distinguishing OTVA origins excluded participants with structural heart disease and those with paced rhythms from their study groups. A recent prospective evaluation of a hybrid score (HS) that integrates both clinical and ECG data to predict OTVA-SOO, including patients with cardiac implantable electronic devices and those with structural heart disease in our study.

The presented study aimed to assess the effectiveness of the previously described hybrid algorithm in predicting OTVA-SOO in a patient population characterized by a wide basal QRS due to intraventricular conduction defects or paced rhythms.

The Hybrid Score The Hybrid Score (HS), involves a sum of points based on clinical and ECG characteristics. Points are assigned as follows: one point each for being over 50 years old, male, and having arterial hypertension. ECG-based points are allocated according to QRS transition: 3 points for a transition in V1, 2 points for V2, 1 point for V3 if the R-wave in V3 is greater than 1 mV; 1 point is subtracted if V3 has an R-wave less than 1 mV, and further deductions or additions apply for transitions up to V6. A score ≤ 1 suggests an RVOT origin, whereas ≥ 2 suggests an LVOT origin.

ECGs were recorded with a standard configuration at a 25 mm/s sweep speed.

Premature Ventricular Contraction (PVC) Ablation Activation mapping of spontaneous OTVAs was conducted. The procedure aimed to abolish spontaneous OTVAs, with the site of ablation marking the site of origin (SOO).

Collected data

* Patient Information and Consent (procedure must be done within 60 days of consent)
* Demographics (age, gender, etc.)
* Vital signs (length, weight, etc.)
* Medical history, including cardiovascular risk factors, cardiomyopathy and drugs
* ECG data
* Echocardiographic data (left ventricular ejection fraction and left ventricular end-diastolic diameter)
* Procedure data (number of radiofrequency applications, site of effective ablation, total radiofrequency time, total fluoro time, points mapping, procedure time)
* Adverse Events"
NCT06602622,Change in Body Weight and BMI in PWH with DOR/3TC/TDF Compared with INSTI,https://clinicaltrials.gov/study/NCT06602622,"Patients who developed metabolic syndrome after initiation of HIV treatment or with antiretroviral therapy (ART) for at least 36 months, treated with second generation integrase inhibitors (BIC/TAF/FTC, DTG/ABC/3Tc or DTG+TDF/FTC) who have gained at least 10% of their total body weight after starting ART, with a body mass index ≥25 kg/m2 and body fat greater than 20% will be eligible to participate in this clinical trial. If they decide to participate, they will sign an informed consent. After this, a mobile application will randomly decide whether the participant will continue with their ART regimen or switch to another ART (listed in the guidelines as one of the main lines of treatment) containing doravirine/lamivudine/disoproxil fumarate tenofovir. Medical visits will be at 1 month, 3 months, 6 months, 9 months, and 12 months after get in to this protocol, with laboratory studies that evaluate fats, blood sugar, liver function, kidney function, and test for HIV control; in addition, each visit will be given self-fillable scales to evaluate neuropsychiatric disorders such as depression, anxiety, insomnia, satisfaction with treatment or symptoms associated with it.The aim of the study is to observe whether there is weight loss with the change in HIV treatment."
NCT06602609,Remote Cardiovascular Monitoring in Post-TAVI Patients,https://clinicaltrials.gov/study/NCT06602609,"The goal of this randomised clinical trial is to utilise a remote monitoring algorithm to gather essential clinical data, aiming to guide the management of post-Transcatheter Aortic Valve Implantation (TAVI) patients and reduce both postprocedural hospital length of stay and readmissions. This strategic integration of technology aims to address gaps identified in previous studies and enhance the effectiveness of post-TAVI patient care. One significant concern after TAVI is the development of heart conduction abnormalities on the ECG and abnormal rhythms, such as heart block, potentially requiring permanent pacemaker insertion. Addressing these rhythm issues is crucial for reducing the overall length of stay.

The main question it aims to answer is: Does a remote patient monitoring protocol-driven strategy reduce post-TAVI hospital length of stay and adverse events? Participants post-TAVI procedure and eligible for same-day discharge, as determined by their primary cardiologist, will be randomized upon informed consent into the active arm (remote monitoring) or control group (standard of care).

Participants in the active arm will: receive four remote monitoring devices. Receive support from a validated clinical decision-making algorithm for further management.

Participants in the control group will: adhere to the best standard of care as per current practice.

Researchers will compare the active arm to the control group to see if the remote patient monitoring protocol-driven strategy reduces post-TAVI hospital length of stay and adverse events."
NCT06602596,Hoosier Sport: Refining and Implementing a Sustainable Campus-Community Partnership in Rural Indiana,https://clinicaltrials.gov/study/NCT06602596,"Hoosier Sport is a sport-based youth development program that uses the power of sport to teach children and adolescents sport and leadership skills while promoting health education. Conducted in rural middle and high schools, the program aims to enhance health and wellness by incorporating unique sports such as volleyball and flag football, along with leadership activities like goal setting and health education on the importance of exercise and a healthy lifestyle. The program runs for eight weeks each semester (Fall and Spring), with sessions twice a week during PE class, where college service-learning students lead the curriculum. Data on physical activity and psychosocial factors are collected to assess changes in health, ensuring confidentiality through strict IRB protocols."
NCT06602544,Robotic Apparel to Prevent Freezing of Gait in Parkinson Disease,https://clinicaltrials.gov/study/NCT06602544,"Freezing-of-gait (FoG) in Parkinson Disease (PD) is one of the most vivid and disturbing gait phenomena in neurology. Often described by patients as a feeling of ""feet getting glued to the floor,"" FoG is formally defined as a ""brief, episodic absence or marked reduction of forward progression of the feet despite the intention to walk."" This debilitating gait phenomena is very common in PD, occurring in up to 80% of individuals with severe PD. When FoG arrests walking, serious consequences can occur such as loss of balance, falls, injurious events, consequent fear of falling, and increased hospitalization. Wearable robots are capable of augmenting spatiotemporal gait mechanics and are emerging as viable solutions for locomotor assistance in various neurological populations. For the proposed study, our goal is to understand how low force mechanical assistance from soft robotic apparel can best mitigate gait decline preceding a freezing episode and subsequent onset of FoG by improving spatial (e.g. stride length) and temporal features (e.g. stride time variability) of walking. We hypothesize that the ongoing gait-preserving effects can essentially minimize the accumulation of motor errors that lead to FoG. Importantly, the autonomous assistance provided by the wearable robot circumvents the need for cognitive or attentional resources, thereby minimizing risks for overloading the cognitive systems -- a known trigger for FoG, thus enhancing the repeatability and robustness of FoG-preventing effects."
NCT06602518,Changes in the Sagittal Pharyngeal Airway Dimension Following Leveling and Alignement in Class II Division 2 Patients,https://clinicaltrials.gov/study/NCT06602518,Aim of the study: is to compare the changes in the sagittal pharyngeal airway dimension (SPAD) and mandibular position before and after the levelling and alignment stage of orthodontic treatment in Class II division 2 patients.
NCT06602466,A Clinical Study Investigating the Effect of an Experimental Toothpaste Containing Stannous Fluoride in Improving Gingival Health,https://clinicaltrials.gov/study/NCT06602466,"The aim of this 4-week clinical study is to evaluate the ability of an experimental toothpaste, containing 0.454 percent (%) Stannous Fluoride (SnF2), 0.3% Zinc Chloride (ZnCl2) and 1% Alumina, to improve gingival health and plaque accumulation compared to a regular fluoride toothpaste (negative control) in participants with plaque-induced mild to moderate gingivitis."
NCT06602440,Effect of Epidural Catheter Retention Depth on Labor Analgesia Performed in DPE Combined With PIEB Model,https://clinicaltrials.gov/study/NCT06602440,"The purpose of this study is to observe the appropriate indwelling depth of epidural catheter when labor analgesia is performed in the mode of DPE combined with PIEB, and then shorten the onset time of labor analgesia and reduce the occurrence of catheter-related adverse outcomes."
NCT06602349,EFFICACY of USUAL MANAGEMENT of CHRONIC IDIOPATHIC ANO-PERINEAL PAIN by USING LOCAL ANESTHETIC INFILTRATION,https://clinicaltrials.gov/study/NCT06602349,"The goal of this clinical trial is to evaluate the efficacy of a posterior perineal block performed under neurostimulation at 1 month after local anesthetic infiltration in the treatment of chronic idiopathic ano-perineal pain.

The main questions aims to answer are :

1. The efficacy of a posterior perineal block performed under neurostimulation on pain 1 month after local anesthetic infiltration in the treatment of chronic idiopathic ano-perineal pain.
2. The rate of maintenance at 3 months of a positive response to the first infiltration.
3. The pain-free rate at 1 month after the first infiltration.
4. Evolution of quality of life and pain impact between inclusion and one month after the first infiltration.
5. Changes in anxiety and depressive disorders associated with pain between inclusion and one month after the first infiltration.
6. The evolution of symptoms related to central sensitization (both somatic and emotional) between inclusion and one month after the first infiltration.

Participants will :

* be managed with a posterior perineal block of lidocaine or saline solution under neurostimulation.
* complete a questionnaire on pain, anxiety and depression at inclusion and one month after injection of the research product (lidocaine or saline solution).

Researchers will compare between the two treatment arms (lidocaine versus saline solution) to see the rate of patients with a reduction of at least 3 points on a visual analog pain scale between inclusion and 1 month after the first injection."
NCT06602232,A Study of DR-01 in Subjects With Alopecia Areata and Vitiligo,https://clinicaltrials.gov/study/NCT06602232,"This is a multi-center, parallel-group, open-label, randomized, Phase 1b study to explore the safety, clinical activity, pharmacokinetics and pharmacodynamics of DR-01 in adults with Alopecia Areata or Vitiligo."
NCT06602180,Scapular PNF and Activity Oriented Antiedema Proprioceptive Therapy on Shoulder Dysfunction Post Matectomy Lymphedema,https://clinicaltrials.gov/study/NCT06602180,"Ninety -three female patients suffering from shoulder dysfunction after breast cancer-related arm lymphedema, will National Cancer Institute (Cairo university) be randomly distributed into three groups equal in number."
NCT06602141,"Assessments of Adipogenesis, Lipid Turnover and Cellular Composition in Adipose Tissue in Response to Endurance Exercise",https://clinicaltrials.gov/study/NCT06602141,The purpose of this research study is to study the effects of endurance exercise training on adipose (fat) tissue quality and insulin sensitivity in men and women.
NCT06602089,Superiority of Finger-sensor Monitoring: a Prospective Observational Study,https://clinicaltrials.gov/study/NCT06602089,"This is an observational study investigating whether finger-sensor arterial pressure monitoring is superior to oscillometric arterial pressure monitoring in patients having non-cardiac surgery. Specifically, the investigators will test the hypothesis that the agreement between finger-sensor arterial pressure measurements and intraarterial arterial pressure measurements (mean arterial pressure, systolic arterial pressure, and diastolic arterial pressure) is better than the agreement between oscillometric mean arterial pressure measurements and intraarterial mean arterial pressure measurements in patients having low- to moderate-risk non-cardiac surgery."
NCT06602050,"Maximum Inspiratory Pressure, Grip Strength and Physical Functional Status Relationship in MV Patients",https://clinicaltrials.gov/study/NCT06602050,"The maximal inspiratory pressure or negative inspiratory force values is a parameter that measures the functional ability of the respiratory system. The ability to reduce the risk of atelectasis, effective coughing and mobilization of airway secretions is directly proportional to the magnitude of this value. Grip strength is a parameter that noninvasively assesses functional status in critical care patients.Respiratory muscles work in a complex interaction with peripheral muscles. This dynamic relationship has been described in many populations.The aim of this study was to determine the relationship between maximum inspiratory pressure and grip strength and physical functional status in mechanical ventilator patients."
NCT06602037,ImmunoPET Imaging of Pancreatic Cancers,https://clinicaltrials.gov/study/NCT06602037,"Pancreatic cancer remains one of the most aggressive cancer types. Target-specific targeted therapy is an attractive therapeutic alternative for the treatment of patients with a wide range of cancers, including pancreatic cancer. Companion diagnostic technique is critical for the success of targeted therapies. SHR-A1921 is a TROP2-directed antibody-drug-conjugate (ADC) approved for several clinical trials for advanced solid tumors. SHR1920 is the humanized anti-Trop2 monoclonal antibody (hIgG1) of SHR-A1921. Radio-labeling SHR1920 with radionuclide Zirconium-89 (89Zr) enables non-invasive imaging and quantification of SHR-A1921 distribution in cancer patients. Performing a \[89Zr\]Zr-DFO-SHR1920 PET scan before treatment with SHR-A1921 can evaluate tracer uptake in the primary and metastatic tumor lesions and normal organ distribution. CLND18.2 is another potential therapeutic target for pancreatic cancer. Target-specific immunoPET imaging may help identify patients more likely to benefit from targeted therapy."
NCT06602024,A Study of mRNA-1010 Compared With a Licensed Influenza Vaccine in Adults ≥50 Years of Age,https://clinicaltrials.gov/study/NCT06602024,"The primary objectives of this study are to evaluate the safety and reactogenicity of mRNA-1010, and to evaluate relative vaccine efficacy (rVE) of mRNA-1010 versus an active comparator against protocol-defined influenza-like illness (ILI) caused by any influenza A or B strains."
NCT06601959,Energy Needs and Nutritional Status of Adolescent Girls,https://clinicaltrials.gov/study/NCT06601959,"The purpose of this study is to investigate the energy needs and nutritional status of adolescent girls in Abia State, Nigeria"
NCT06601907,"Researching the Effectiveness of a Alivis, a Digital Health Application for Borderline Personality Disorder",https://clinicaltrials.gov/study/NCT06601907,"This randomized controlled trial (RCT) with 470 patients diagnosed with Borderline Personality Disorder (BPD) aims to investigate the effectiveness of the unguided digital therapeutic alivis for patients with BPD as defined in DSM-5. Inclusion criteria are: male, female or non-binary, age 18-65 years, diagnosis of BPD (confirmed by SCID-5-PD), borderline severity score (cut-off) of ≥ 1.07 on the Borderline Symptoms List 23 (BSL-23), stable treatment (psychotherapy, medication, no treatment, ...) for at least 30 days at the time of inclusion, consent to emergency plan for suicidal crises, consent to participation, and sufficient German language skills. Exclusion criteria are: Plans to change in treatment (psychotherapy, medication, ...) in the upcoming 6 months after inclusion, comorbid diagnosis of substance use disorder or lifetime diagnosis of psychotic disorder, physical condition that can cause severe psychiatric symptoms, acute decompensation of mental health, BMI \&lt;15, and prior use of the digital intervention priovi.

Patients will be randomized and allocated to either an intervention group, in which they will receive access to alivis in addition to treatment as usual (TAU; n=235), or to a control group, in which they will receive access to TAU (n=235).

The primary endpoint will be BPD symptoms with three months post-allocation (T1) being the primary timepoint for assessment of effectiveness. Six (T2) and twelve (T3) months post-allocation will be used as follow-up assessment of endpoints. Secondary endpoints will be depressive symptoms, anxiety symptoms, costs caused due to the patient's BPD, social functioning, health-related quality of life, and patient activation."
NCT06601829,Congenital Hepatic Fibrosis and Autosomal Recessive Polycystic Kidney Disease in Children at Sohag University Hospital,https://clinicaltrials.gov/study/NCT06601829,polycystic kidney disease is aherditary disorder characterized by the formation of numerous fluid filled cysts in the kidneys which can lead to progressive renal impairment PKDencompasses aspectrum of disorders with autosomal dominant polycystic kidneydisease and autosomal recessive polycystic kidney disease being the two main types
NCT06601790,"Evaluation of the Effectiveness, Safety, and Cost of a Smart Home-based Hospital System for Patients With Interstitial Lung Disease: Prospective Multicenter Randomized Controlled Trial",https://clinicaltrials.gov/study/NCT06601790,This study aims to analyze the effectiveness/safety/cost of the Smart Homespital system that provides a service that allows patients with interstitial lung disease to easily access and use biosignals generated using biosignal collection medical equipment at home.
NCT06601777,"Evaluation of the Effectiveness, Safety, and Cost of a Smart Hospital System for Patients With Chronic Obstructive Pulmonary Disease",https://clinicaltrials.gov/study/NCT06601777,This study aims to analyze the effectiveness/safety/cost of the Smart Homespital system that provides a service that allows patients with Chronic Obstructive Pulmonary Disease to easily access and use biosignals generated using biosignal collection medical equipment at home.
NCT06601764,Circuit and Resistance Training in COPD,https://clinicaltrials.gov/study/NCT06601764,"Chronic Obstructive Pulmonary Disease (COPD) is characterized by a combination of pulmonary and extra-pulmonary manifestations that directly contribute to the increase in exercise intolerance and dyspnea, especially in more advanced stages of the disease, leading to physical inactivity and consequent worsening of these signs and symptoms. COPD is a preventable and treatable lung disease. Solid evidence shows that physical training, the most important component of a Pulmonary Rehabilitation program (PR), reduces dyspnea and fatigue, increases exercise performance, and improves peripheral muscle strength, functional capacity, control of emotional function and quality of life of these patients' lives. Multicomponent physical training (MPT) proposes the performance of 3 or more components or physical training modalities within the same session and has demonstrated its benefits in several studies involving the elderly population. The main objective of the study will be to determine the effects of circuit training and resistive exercises on pulmonary function and physical parameters in population with COPD.

The study will be a randomized clinical trial and conducted for a duration of 09 months after the approval of synopsis. Data will be collected with Non-Probability Convenience Sampling Technique. A sample of 48 COPD patients will be recruited from DHQ Muzaffargarh. This will be a double blinded study with patients and assessor blinded to the intervention. COPD patients will be divided into two groups with group 1 treated with circuit training and group 2 treated with resistance exercise for duration of 10 weeks. Baseline values for Respiratory parameters and physical parameters will be collected and after 5 weeks and 10 weeks of treatment. Data will be analyzed using SPSS v 26. For within the group analysis Repeated Measure ANOVA will be used. For across the group analysis, independent sample T test will be used to compare the mean differences."
NCT06601751,Neurobic Exercise Program on Cognitive Abilities,https://clinicaltrials.gov/study/NCT06601751,"This research aims to investigate the significance of a neurobic exercise program on cognitive abilities, memory retention, activities of daily living (ADL), and quality of life (QOL) among older adults with mild cognitive impairment in Pakistan. It aims to find the long-term effects of a neurobic exercise program by comparing subjective and objective memory and its effects on quality of life."
NCT06601738,Isometric and Dynamic Handgrip Training Effects on Hypertension,https://clinicaltrials.gov/study/NCT06601738,"Essential hypertension accounts for 13 percent of total deaths worldwide, accounting for one of the major risk factors. Hypertension (high blood pressure) is when the pressure in your blood vessels is too high (140/90 mmHg or higher). Dynamic exercises, sustained hand grip contractions elicit lower systolic blood pressure and heart rate responses. So for patients undergoing exercise therapy, low intensity isometric exercises are preferable. Significant reduction is seen in mean arterial blood pressure and systolic blood pressure in individuals conducting isometric for 8 weeks in 30%. The reduction in systolic blood pressure will be clinically significant. The main objective of this study will be to determine the effects of dynamic and isometric handgrip exercise training on cardiovascular parameters in hypertensive patients Grade 1 hypertensive patients are included as per AHA and JNC7 criteria. A sample of 100 hypertensive patients will be recruited and divided into two treatment groups; G1: dynamic exercise in hypertensive patients, and G2: isometric exercise in hypertensive patients. Outcome measure will include systolic blood pressure, diastolic blood pressure, mean arterial blood pressure and pulse pressure. Outcome measures will be assessed at baseline and 2nd and 4th weeks posttreatment."
NCT06601582,Effectiveness of a Intraoperative Blood Recovery System in Cardiovascular Surgery in Brazil,https://clinicaltrials.gov/study/NCT06601582,Randomized trial to evaluate the effectiveness of a intra operative blood recovery system in reducing the need for allogeneic transfusion in cardiovascular surgeries using cardiopulmonary bypass
NCT06601569,Predictors of Range of Motion and Balance Abnormalities in Children Diagnosed with Cerebral Palsy,https://clinicaltrials.gov/study/NCT06601569,"1. To better understand the factors that contribute to ROM abnormalities in children diagnosed with CP.
2. To describe the distribution of primary (muscle tone and postural stability)and secondary impairments (ROM and functional muscle strength) across the gross motor spectrum measured by GMFCS scores.
3. To evaluate the effects of primary and secondary impairments on gross functional outcome in children with spastic CP.
4. To find any possible correlation between clinical variables."
NCT06601439,Utilization of Maternal Healthcare Services and Infant Feeding Practices,https://clinicaltrials.gov/study/NCT06601439,"The goal of this observational study is to assess household food insecurity among slum-dwelling women in India and to explore if household food insecurity is associated with maternal healthcare services utilization and infant feeding practices

The main questions it aims to answer are:

1. Is the utilization of maternal healthcare services antenatally, during delivery, and postnatally associated with household food insecurity among slum-dwelling women in Pune, India?
2. Is household food insecurity associated with birth outcomes and infant growth in these women?

Participants will be asked:

1. For information related to socio-demographic characteristics, healthcare services utilization, food insecurity experience, dietary intake, and infant feeding indicators using a questionnaire.
2. Anthropometric measurements of the participant, her husband and her infant/s will be collected.
3. Focus group discussions (FGDs) will also be conducted to gain insight into the perceptions of these women with respect to the utilization of maternal healthcare services."
NCT06601322,Functional Outcomes in CondUction System Pacing and Right Ventricular Synchrony (FOCUS-Right),https://clinicaltrials.gov/study/NCT06601322,"The goal of this prospective single center clinical trial is to evaluate the safety and feasibility of performing simultaneous exercise stress cardiac magnetic resonance (CPET-CMR) and cardiopulmonary exercise testing in patients with pre-existing left bundle branch area pacemakers (LBBAP) programmed to an atrial sensing mode. Measurements of right ventricular, left ventricular function, and exercise capacity will be obtained at various LBBAP programming parameters at rest and during low intensity exercise. The main aims of the study are:

* Demonstrate the safety and feasibility of performing CPET-CMR in patients with pre-existing LBBAP programmed to P-synchronous ventricular pacing mode.
* Generate preliminary data evaluating differences in RV function, LV function, and exercise capacity during various pacemaker programming settings."
NCT06601309,Biomarker Based Neoadjuvant Strategies for Locally Advanced Resectable ESCC,https://clinicaltrials.gov/study/NCT06601309,This study aims to evaluate the impact of the neoadjuvant treatment strategy based on CPS score on the pathological complete response (pCR) rate in patients with resectable locally advanced esophageal cancer.
